symbol,as_of_date,available_date,shares_outstanding,promoter_holding_pct,public_holding_pct,source,filing_id
FLUOROCHEM,2026-03-31,2026-04-07,109856501,61.39,38.61,NSE_SHAREHOLDING_XBRL,SHP_1646478_07042026100259
FLUOROCHEM,2026-06-30,2026-07-13,109856501,61.39,38.61,NSE_SHAREHOLDING_XBRL,SHP_1691380_13072026034028
FMGOETZE,2026-03-31,2026-04-16,55635441,74.98,25.02,NSE_SHAREHOLDING_XBRL,SHP_1652597_16042026063709
FMGOETZE,2026-06-30,2026-07-17,55635441,74.98,25.02,NSE_SHAREHOLDING_XBRL,SHP_1695543_17072026055926
FMNL,2026-03-27,2026-04-05,63643998,68.48,31.52,NSE_SHAREHOLDING_XBRL,SHP_1646061_05042026041159
FMNL,2026-03-31,2026-04-21,63643998,68.48,31.52,NSE_SHAREHOLDING_XBRL,SHP_1656385_21042026050948
FMNL,2026-06-13,2026-06-22,66764809,69.95,30.05,NSE_SHAREHOLDING_XBRL,SHP_1683129_22062026121618
FMNL,2026-06-30,2026-07-20,66764809,69.95,30.05,NSE_SHAREHOLDING_XBRL,SHP_1696708_20072026025928
FOCUS,2026-03-31,2026-04-17,67450747,55.42,44.26,NSE_SHAREHOLDING_XBRL,SHP_1653246_17042026043205
FOCUS,2026-06-30,2026-07-20,67450747,55.42,44.44,NSE_SHAREHOLDING_XBRL,SHP_1697074_20072026052056
FOODSIN,2026-03-31,2026-04-17,73527901,25.39,74.61,NSE_SHAREHOLDING_XBRL,SHP_1653504_17042026062909
FOODSIN,2026-06-30,2026-07-17,73527901,25.39,74.61,NSE_SHAREHOLDING_XBRL,SHP_1695655_17072026065356
FORCEMOT,2026-03-31,2026-04-15,13175965,61.63,38.37,NSE_SHAREHOLDING_XBRL,SHP_1651310_15042026033518
FORCEMOT,2026-06-30,2026-07-17,13175965,61.63,38.37,NSE_SHAREHOLDING_XBRL,SHP_1694816_17072026111734
FORTIS,2026-03-31,2026-04-13,754879355,31.17,68.83,NSE_SHAREHOLDING_XBRL,SHP_1649493_13042026104528
FORTIS,2026-06-30,2026-07-21,754879355,31.17,68.83,NSE_SHAREHOLDING_XBRL,SHP_1698280_21072026041356
FOSECOIND,2026-03-31,2026-04-20,7536741,63.54,36.46,NSE_SHAREHOLDING_XBRL,SHP_1655542_20042026073541
FOSECOIND,2026-06-30,2026-07-18,7536741,63.54,36.46,NSE_SHAREHOLDING_XBRL,SHP_1696336_18072026102838
FRACTAL,2026-03-31,2026-04-20,171981114,16.97,83.03,NSE_SHAREHOLDING_XBRL,SHP_1655386_20042026063732
FRACTAL,2026-06-30,2026-07-20,171981114,16.97,83.03,NSE_SHAREHOLDING_XBRL,SHP_1696554_20072026125303
FSL,2026-03-31,2026-04-16,696937520,53.66,45.39,NSE_SHAREHOLDING_XBRL,SHP_1652249_16042026042234
FSL,2026-06-30,2026-07-14,696937520,53.66,45.49,NSE_SHAREHOLDING_XBRL,SHP_1692627_14072026071441
FUSION,2026-03-31,2026-06-17,162076348,54.55,45.23,NSE_SHAREHOLDING_XBRL,SHP_1681928_16062026105301
FUSION,2026-06-30,2026-07-20,162086368,53.96,45.81,NSE_SHAREHOLDING_XBRL,SHP_1696464_20072026115011
GABRIEL,2026-03-31,2026-04-21,143635139,55.03,44.97,NSE_SHAREHOLDING_XBRL,SHP_1656846_21042026091343
GABRIEL,2026-06-09,2026-06-18,177228167,63.55,36.45,NSE_SHAREHOLDING_XBRL,SHP_1682550_18062026055437
GABRIEL,2026-06-30,2026-07-22,177228167,63.55,36.45,NSE_SHAREHOLDING_XBRL,SHP_1699568_22072026070907
GAEL,2026-03-31,2026-04-17,458706090,63.84,36.16,NSE_SHAREHOLDING_XBRL,SHP_1652868_17042026115407
GAEL,2026-06-30,2026-07-20,458706090,63.84,36.16,NSE_SHAREHOLDING_XBRL,SHP_1696818_20072026035330
GAIL,2026-03-31,2026-04-10,6529639291,51.88,48.12,NSE_SHAREHOLDING_XBRL,SHP_1648989_10042026060100
GAIL,2026-06-30,2026-07-21,6540986414,51.79,48.21,NSE_SHAREHOLDING_XBRL,SHP_1697877_21072026123606
GALAPREC,2026-03-31,2026-04-21,12797952,54.99,45.01,NSE_SHAREHOLDING_XBRL,SHP_1655912_21042026125239
GALAPREC,2026-06-30,2026-07-21,12815775,54.34,45.66,NSE_SHAREHOLDING_XBRL,SHP_1697914_21072026125047
GALAXYSURF,2026-03-31,2026-04-06,35456549,70.9,29.1,NSE_SHAREHOLDING_XBRL,SHP_1646233_06042026040136
GALAXYSURF,2026-06-30,2026-07-13,35456408,70.9,29.1,NSE_SHAREHOLDING_XBRL,SHP_1691471_13072026043056
GALLANTT,2026-03-31,2026-04-21,241277231,70.0,30.0,NSE_SHAREHOLDING_XBRL,SHP_1656636_21042026065120
GALLANTT,2026-06-30,2026-07-20,241283109,70.03,29.97,NSE_SHAREHOLDING_XBRL,SHP_1697492_20072026073715
GAMMONIND,2026-03-31,2026-04-20,369646049,11.54,88.46,NSE_SHAREHOLDING_XBRL,SHP_1654501_20042026105355
GAMMONIND,2026-06-30,2026-07-13,369646049,11.54,88.46,NSE_SHAREHOLDING_XBRL,SHP_1691731_13072026064324
GANDHAR,2026-03-31,2026-04-20,97878893,66.47,33.53,NSE_SHAREHOLDING_XBRL,SHP_1655226_20042026053227
GANDHAR,2026-06-30,2026-07-18,97876634,66.6,33.4,NSE_SHAREHOLDING_XBRL,SHP_1696031_18072026022626
GANDHITUBE,2026-03-31,2026-06-08,12151852,73.53,26.47,NSE_SHAREHOLDING_XBRL,SHP_1679590_05062026100235
GANDHITUBE,2026-06-30,2026-07-16,12151852,73.53,26.47,NSE_SHAREHOLDING_XBRL,SHP_1693825_16072026114919
GANECOS,2026-03-31,2026-04-21,26796471,39.33,60.46,NSE_SHAREHOLDING_XBRL,SHP_1655914_21042026125508
GANECOS,2026-06-30,2026-07-21,26796471,39.33,60.45,NSE_SHAREHOLDING_XBRL,SHP_1697839_21072026121550
GANESHBE,2026-03-31,2026-04-17,71980982,39.02,60.98,NSE_SHAREHOLDING_XBRL,SHP_1653236_17042026042906
GANESHBE,2026-06-30,2026-07-14,71980982,39.02,60.98,NSE_SHAREHOLDING_XBRL,SHP_1692434_14072026053251
GANESHCP,2026-03-31,2026-04-10,40411459,64.08,35.92,NSE_SHAREHOLDING_XBRL,SHP_1648878_10042026052235
GANESHCP,2026-06-30,2026-07-10,40412608,65.65,34.35,NSE_SHAREHOLDING_XBRL,SHP_1690564_10072026052722
GANESHHOU,2026-03-31,2026-04-21,83386373,73.06,26.94,NSE_SHAREHOLDING_XBRL,SHP_1656236_21042026035836
GANESHHOU,2026-06-30,2026-07-15,83386373,73.06,26.94,NSE_SHAREHOLDING_XBRL,SHP_1692778_15072026104549
GANGAFORGE,2026-03-31,2026-04-09,134816536,35.51,64.49,NSE_SHAREHOLDING_XBRL,SHP_1648228_09042026055341
GANGAFORGE,2026-06-30,2026-07-14,134816536,35.51,64.49,NSE_SHAREHOLDING_XBRL,SHP_1692516_14072026061424
GANGAFORGE,2026-07-21,2026-07-21,337041338,35.51,64.49,NSE_SHAREHOLDING_XBRL,SHP_1698894_21072026081812
GANGESSECU,2026-03-31,2026-04-13,10003054,66.64,33.36,NSE_SHAREHOLDING_XBRL,SHP_1650002_13042026052906
GANGESSECU,2026-06-30,2026-07-21,10003054,66.64,33.36,NSE_SHAREHOLDING_XBRL,SHP_1697733_21072026105410
GANGOTRI,2026-03-31,2026-04-07,32614990,24.53,75.47,NSE_SHAREHOLDING_XBRL,SHP_1646688_07042026035607
GANGOTRI,2026-06-30,2026-07-14,32614990,24.53,75.47,NSE_SHAREHOLDING_XBRL,SHP_1692042_14072026012929
GARFIBRES,2026-03-31,2026-04-15,99270015,53.36,46.64,NSE_SHAREHOLDING_XBRL,SHP_1651284_15042026032642
GARFIBRES,2026-06-30,2026-07-20,97641438,54.25,45.75,NSE_SHAREHOLDING_XBRL,SHP_1696545_20072026124552
GARUDA,2026-03-31,2026-04-15,93044301,67.56,32.44,NSE_SHAREHOLDING_XBRL,SHP_1651148_15042026011643
GARUDA,2026-06-30,2026-07-13,93044301,67.56,32.44,NSE_SHAREHOLDING_XBRL,SHP_1691390_13072026034816
GATECH,2026-03-31,2026-04-08,1098901099,0.91,99.09,NSE_SHAREHOLDING_XBRL,SHP_1647328_08042026035029
GATECH,2026-06-30,2026-07-30,1098901099,0.91,99.09,NSE_SHAREHOLDING_XBRL,SHP_1705100_30072026035615
GATECHDVR,2026-03-31,2026-04-08,189664941,0.0,100.0,NSE_SHAREHOLDING_XBRL,SHP_1647333_08042026035434
GATECHDVR,2026-06-30,2026-07-30,189664941,0.0,100.0,NSE_SHAREHOLDING_XBRL,SHP_1705092_30072026035239
GATEWAY,2026-03-31,2026-04-09,499705189,33.92,66.08,NSE_SHAREHOLDING_XBRL,SHP_1648139_09042026051019
GATEWAY,2026-06-30,2026-07-10,499705189,33.92,66.08,NSE_SHAREHOLDING_XBRL,SHP_1690162_10072026113130
GAUDIUMIVF,2026-03-31,2026-04-17,72789149,71.29,28.71,NSE_SHAREHOLDING_XBRL,SHP_1652832_17042026111111
GAUDIUMIVF,2026-06-30,2026-07-11,72789149,71.29,28.71,NSE_SHAREHOLDING_XBRL,SHP_1691040_11072026051934
GAYAHWS,2026-03-31,2026-04-07,239664285,61.15,38.85,NSE_SHAREHOLDING_XBRL,SHP_1646506_07042026112014
GAYAHWS,2026-06-30,2026-07-10,239664285,61.15,38.85,NSE_SHAREHOLDING_XBRL,SHP_1690382_10072026033657
GAYAPROJ,2026-03-31,2026-04-13,187410787,3.94,96.06,NSE_SHAREHOLDING_XBRL,SHP_1649891_13042026044000
GAYAPROJ,2026-04-20,2026-05-01,296545582,2.49,97.51,NSE_SHAREHOLDING_XBRL,SHP_1662899_01052026094218
GAYAPROJ,2026-04-22,2026-05-01,464262797,23.13,76.87,NSE_SHAREHOLDING_XBRL,SHP_1662900_01052026094307
GAYAPROJ,2026-06-30,2026-07-08,464278374,23.56,76.44,NSE_SHAREHOLDING_XBRL,SHP_1689159_08072026011458
GCSL,2026-03-31,2026-05-12,24159022,61.64,38.36,NSE_SHAREHOLDING_XBRL,SHP_1664852_08052026031445
GCSL,2026-06-30,2026-07-21,24159022,61.64,38.36,NSE_SHAREHOLDING_XBRL,SHP_1697731_21072026105225
GEECEE,2026-03-31,2026-04-08,20912630,67.71,32.29,NSE_SHAREHOLDING_XBRL,SHP_1647538_08042026061246
GEECEE,2026-06-30,2026-07-16,20912630,67.71,32.29,NSE_SHAREHOLDING_XBRL,SHP_1694526_16072026063416
GEEKAYWIRE,2026-03-31,2026-04-17,104524706,59.77,40.23,NSE_SHAREHOLDING_XBRL,SHP_1652976_17042026012436
GEEKAYWIRE,2026-06-30,2026-07-13,104512393,60.47,39.53,NSE_SHAREHOLDING_XBRL,SHP_1691456_13072026042500
GEMAROMA,2026-03-31,2026-04-16,52235360,57.01,42.99,NSE_SHAREHOLDING_XBRL,SHP_1652416_16042026052801
GEMAROMA,2026-06-30,2026-07-20,52233488,57.45,42.55,NSE_SHAREHOLDING_XBRL,SHP_1697576_20072026084300
GENCON,2026-03-31,2026-07-17,56989578,40.3,59.7,NSE_SHAREHOLDING_XBRL,SHP_1690461_10072026043310
GENESYS,2026-03-31,2026-05-27,41796514,31.5,68.5,NSE_SHAREHOLDING_XBRL,SHP_1656137_21042026030850
GENESYS,2026-06-30,2026-07-13,41796514,31.5,68.5,NSE_SHAREHOLDING_XBRL,SHP_1691705_13072026063219
GENUSPAPER,2026-03-31,2026-04-20,257127970,50.84,49.16,NSE_SHAREHOLDING_XBRL,SHP_1655060_20042026043758
GENUSPAPER,2026-06-30,2026-07-20,257127970,50.84,49.16,NSE_SHAREHOLDING_XBRL,SHP_1697141_20072026053807
GENUSPOWER,2026-03-31,2026-04-21,304231090,39.34,60.63,NSE_SHAREHOLDING_XBRL,SHP_1655731_21042026110402
GENUSPOWER,2026-06-30,2026-07-17,304231090,39.34,60.63,NSE_SHAREHOLDING_XBRL,SHP_1694815_17072026111724
GEOJITFSL,2026-03-31,2026-04-16,279100169,38.48,61.52,NSE_SHAREHOLDING_XBRL,SHP_1652399_16042026051952
GEOJITFSL,2026-06-30,2026-07-21,279100169,38.48,61.52,NSE_SHAREHOLDING_XBRL,SHP_1698396_21072026050329
GESHIP,2026-03-31,2026-04-14,142787655,30.07,69.93,NSE_SHAREHOLDING_XBRL,SHP_1650352_14042026114841
GESHIP,2026-06-30,2026-07-16,142787655,30.07,69.93,NSE_SHAREHOLDING_XBRL,SHP_1693804_16072026113118
GFLLIMITED,2026-03-31,2026-04-10,109855371,68.72,31.28,NSE_SHAREHOLDING_XBRL,SHP_1648409_10042026093404
GFLLIMITED,2026-06-30,2026-07-17,109855371,68.72,31.28,NSE_SHAREHOLDING_XBRL,SHP_1694750_17072026101107
GFSTEELS,2026-03-31,2026-04-10,30430351,70.18,29.82,NSE_SHAREHOLDING_XBRL,SHP_1648489_10042026120121
GFSTEELS,2026-06-30,2026-07-16,30430351,70.18,29.82,NSE_SHAREHOLDING_XBRL,SHP_1693772_16072026105440
GHCL,2026-03-31,2026-04-07,91927876,19.87,80.13,NSE_SHAREHOLDING_XBRL,SHP_1646769_07042026050426
GHCL,2026-06-30,2026-07-15,92120368,19.83,80.17,NSE_SHAREHOLDING_XBRL,SHP_1692862_15072026120102
GHCLTEXTIL,2026-03-31,2026-04-09,95591854,19.2,80.8,NSE_SHAREHOLDING_XBRL,SHP_1647870_09042026021723
GHCLTEXTIL,2026-06-30,2026-07-14,95591854,19.2,80.8,NSE_SHAREHOLDING_XBRL,SHP_1692364_14072026050030
GICHSGFIN,2026-03-31,2026-04-21,53847769,42.41,57.59,NSE_SHAREHOLDING_XBRL,SHP_1655829_21042026120022
GICHSGFIN,2026-06-30,2026-07-14,53847769,42.41,57.59,NSE_SHAREHOLDING_XBRL,SHP_1691928_14072026113937
GICL,2026-03-31,2026-04-20,111952415,63.49,36.51,NSE_SHAREHOLDING_XBRL,SHP_1655145_20042026050504
GICL,2026-06-30,2026-07-17,111958502,63.96,36.04,NSE_SHAREHOLDING_XBRL,SHP_1695003_17072026021442
GICRE,2026-03-31,2026-04-20,1754329630,82.4,17.6,NSE_SHAREHOLDING_XBRL,SHP_1654618_20042026121207
GICRE,2026-06-30,2026-07-21,1754324432,77.4,22.6,NSE_SHAREHOLDING_XBRL,SHP_1698286_21072026041543
GILLANDERS,2026-03-31,2026-04-07,21342907,69.05,30.95,NSE_SHAREHOLDING_XBRL,SHP_1646645_07042026032102
GILLANDERS,2026-06-30,2026-07-13,21342907,69.05,30.95,NSE_SHAREHOLDING_XBRL,SHP_1691230_13072026123945
GILLETTE,2026-03-31,2026-04-20,32583737,75.0,25.0,NSE_SHAREHOLDING_XBRL,SHP_1655241_20042026053931
GILLETTE,2026-06-30,2026-07-21,32583737,75.0,25.0,NSE_SHAREHOLDING_XBRL,SHP_1697792_21072026113643
GINNIFILA,2026-03-31,2026-04-10,85653016,69.72,30.28,NSE_SHAREHOLDING_XBRL,SHP_1648699_10042026032958
GINNIFILA,2026-06-30,2026-07-15,85653016,69.72,30.28,NSE_SHAREHOLDING_XBRL,SHP_1693144_15072026034142
GIPCL,2026-03-31,2026-04-06,155207561,56.57,43.43,NSE_SHAREHOLDING_XBRL,SHP_1646173_06042026025102
GIPCL,2026-06-30,2026-07-08,155207561,56.57,43.43,NSE_SHAREHOLDING_XBRL,SHP_1689137_08072026123652
GKENERGY,2026-03-31,2026-04-16,202804667,79.2,20.8,NSE_SHAREHOLDING_XBRL,SHP_1652467_16042026055216
GKENERGY,2026-06-30,2026-07-17,202804667,79.2,20.8,NSE_SHAREHOLDING_XBRL,SHP_1694935_17072026010127
GKSL,2026-03-31,2026-04-07,78843807,71.45,28.55,NSE_SHAREHOLDING_XBRL,SHP_1646912_07042026062854
GKSL,2026-06-30,2026-07-20,78843807,71.45,28.55,NSE_SHAREHOLDING_XBRL,SHP_1696591_20072026012612
GKWLIMITED,2026-03-31,2026-04-16,5966500,75.0,25.0,NSE_SHAREHOLDING_XBRL,SHP_1652032_16042026014413
GKWLIMITED,2026-06-30,2026-07-21,5966500,75.0,25.0,NSE_SHAREHOLDING_XBRL,SHP_1697829_21072026120904
GLAND,2026-03-31,2026-04-17,164757735,51.83,48.17,NSE_SHAREHOLDING_XBRL,SHP_1653191_17042026041011
GLAND,2026-06-30,2026-07-20,164948685,51.77,48.23,NSE_SHAREHOLDING_XBRL,SHP_1697195_20072026055314
GLAXO,2026-03-31,2026-04-10,169406032,75.0,25.0,NSE_SHAREHOLDING_XBRL,SHP_1648858_10042026051156
GLAXO,2026-06-30,2026-07-16,169406032,75.0,25.0,NSE_SHAREHOLDING_XBRL,SHP_1693743_16072026094817
GLENMARK,2026-03-31,2026-04-15,282213681,46.65,53.35,NSE_SHAREHOLDING_XBRL,SHP_1651479_15042026050854
GLENMARK,2026-06-30,2026-07-16,282223627,46.65,53.35,NSE_SHAREHOLDING_XBRL,SHP_1693887_16072026123852
GLFL,2026-03-31,2026-04-17,27123324,45.67,54.33,NSE_SHAREHOLDING_XBRL,SHP_1653182_17042026040640
GLFL,2026-06-30,2026-07-14,27123324,45.67,54.33,NSE_SHAREHOLDING_XBRL,SHP_1692300_14072026043113
GLOBAL,2026-03-31,2026-04-04,50900524,72.73,27.27,NSE_SHAREHOLDING_XBRL,SHP_1646003_04042026053724
GLOBAL,2026-06-30,2026-07-06,50900524,72.73,27.27,NSE_SHAREHOLDING_XBRL,SHP_1688350_06072026121339
GLOBALE,2026-03-31,2026-04-17,10620743,65.43,34.57,NSE_SHAREHOLDING_XBRL,SHP_1653443_17042026055801
GLOBALE,2026-06-30,2026-07-17,10620743,65.43,34.57,NSE_SHAREHOLDING_XBRL,SHP_1695176_17072026035226
GLOBALVECT,2026-03-31,2026-04-14,14000000,75.0,25.0,NSE_SHAREHOLDING_XBRL,SHP_1650660_14042026042332
GLOBALVECT,2026-06-30,2026-07-13,14000000,75.0,25.0,NSE_SHAREHOLDING_XBRL,SHP_1691426_13072026040456
GLOBE,2026-03-31,2026-04-07,450356952,34.35,65.65,NSE_SHAREHOLDING_XBRL,SHP_1646764_07042026050257
GLOBE,2026-06-30,2026-07-13,450356952,34.35,65.65,NSE_SHAREHOLDING_XBRL,SHP_1691336_13072026030428
GLOBECIVIL,2026-03-31,2026-04-13,59714933,63.41,36.59,NSE_SHAREHOLDING_XBRL,SHP_1650044_13042026055044
GLOBECIVIL,2026-06-30,2026-07-03,59715596,63.44,36.56,NSE_SHAREHOLDING_XBRL,SHP_1687770_03072026123815
GLOBUSSPR,2026-03-31,2026-04-21,29070295,50.58,49.42,NSE_SHAREHOLDING_XBRL,SHP_1655930_21042026010401
GLOBUSSPR,2026-06-30,2026-07-16,29081794,50.56,49.44,NSE_SHAREHOLDING_XBRL,SHP_1694203_16072026040904
GLOBUSSPR,2026-08-06,2026-08-13,31458611,46.74,53.26,NSE_SHAREHOLDING_XBRL,SHP_1713288_13082026010623
GLOSTERLTD,2026-03-31,2026-04-09,10943642,72.65,27.35,NSE_SHAREHOLDING_XBRL,SHP_1648277_09042026061520
GLOSTERLTD,2026-06-30,2026-07-17,10943620,72.68,27.32,NSE_SHAREHOLDING_XBRL,SHP_1695706_17072026072617
GLOTTIS,2026-03-31,2026-04-18,92399784,74.23,25.77,NSE_SHAREHOLDING_XBRL,SHP_1653867_18042026104412
GLOTTIS,2026-06-30,2026-07-20,92399784,74.23,25.77,NSE_SHAREHOLDING_XBRL,SHP_1696409_20072026110017
GMBREW,2026-03-31,2026-04-15,22847175,74.43,25.57,NSE_SHAREHOLDING_XBRL,SHP_1651069_15042026115925
GMBREW,2026-06-30,2026-07-13,22847175,74.43,25.57,NSE_SHAREHOLDING_XBRL,SHP_1691198_13072026121954
GMDCLTD,2026-03-31,2026-04-07,318000000,74.0,26.0,NSE_SHAREHOLDING_XBRL,SHP_1646901_07042026062119
GMDCLTD,2026-06-30,2026-07-08,318000000,74.0,26.0,NSE_SHAREHOLDING_XBRL,SHP_1689144_08072026124621
GMMPFAUDLR,2026-03-31,2026-04-17,44957438,25.18,74.82,NSE_SHAREHOLDING_XBRL,SHP_1653303_17042026045705
GMMPFAUDLR,2026-06-30,2026-07-21,44957438,25.18,74.82,NSE_SHAREHOLDING_XBRL,SHP_1698762_21072026071018
GMRAIRPORT,2026-03-31,2026-04-21,10558389727,66.33,33.67,NSE_SHAREHOLDING_XBRL,SHP_1656837_21042026090451
GMRAIRPORT,2026-06-30,2026-07-21,10559231546,67.16,32.84,NSE_SHAREHOLDING_XBRL,SHP_1698964_21072026101330
GMRP&UI,2026-03-31,2026-04-20,780956841,46.28,53.72,NSE_SHAREHOLDING_XBRL,SHP_1655170_20042026051320
GMRP&UI,2026-06-30,2026-07-21,780956841,46.28,53.72,NSE_SHAREHOLDING_XBRL,SHP_1698307_21072026042751
GNA,2026-03-31,2026-04-15,42929293,68.43,31.57,NSE_SHAREHOLDING_XBRL,SHP_1651145_15042026011517
GNA,2026-06-30,2026-07-18,42932119,65.78,34.22,NSE_SHAREHOLDING_XBRL,SHP_1696210_18072026052041
GNFC,2026-03-31,2026-04-08,146958031,41.3,58.7,NSE_SHAREHOLDING_XBRL,SHP_1647069_08042026110232
GNFC,2026-06-30,2026-07-06,146958031,41.3,58.7,NSE_SHAREHOLDING_XBRL,SHP_1688431_06072026035825
GOACARBON,2026-03-31,2026-04-06,9151020,59.72,40.28,NSE_SHAREHOLDING_XBRL,SHP_1646157_06042026021044
GOACARBON,2026-06-30,2026-07-06,9151020,59.72,40.28,NSE_SHAREHOLDING_XBRL,SHP_1688370_06072026014538
GOCLCORP,2026-03-31,2026-04-08,49575599,67.82,32.18,NSE_SHAREHOLDING_XBRL,SHP_1647198_08042026013104
GOCLCORP,2026-06-30,2026-07-16,49575599,67.82,32.18,NSE_SHAREHOLDING_XBRL,SHP_1694524_16072026063358
GOCOLORS,2026-03-09,2026-04-14,52598982,54.2,45.8,NSE_SHAREHOLDING_XBRL,SHP_1650962_14042026100658
GOCOLORS,2026-03-31,2026-04-16,52598982,54.2,45.8,NSE_SHAREHOLDING_XBRL,SHP_1651824_16042026104611
GOCOLORS,2026-06-30,2026-07-17,52593160,55.45,44.55,NSE_SHAREHOLDING_XBRL,SHP_1695353_17072026045944
GODAVARIB,2026-03-31,2026-04-20,51176923,63.31,36.69,NSE_SHAREHOLDING_XBRL,SHP_1655307_20042026060647
GODAVARIB,2026-06-30,2026-07-21,51176923,63.31,36.69,NSE_SHAREHOLDING_XBRL,SHP_1698197_21072026034014
GODFRYPHLP,2026-03-31,2026-04-07,155982966,72.58,27.42,NSE_SHAREHOLDING_XBRL,SHP_1646484_07042026103320
GODFRYPHLP,2026-06-30,2026-07-17,155982966,72.58,27.42,NSE_SHAREHOLDING_XBRL,SHP_1695185_17072026035653
GODIGIT,2026-03-31,2026-04-20,924477088,73.01,26.99,NSE_SHAREHOLDING_XBRL,SHP_1655574_20042026075752
GODIGIT,2026-06-30,2026-07-21,924603729,73.0,27.0,NSE_SHAREHOLDING_XBRL,SHP_1698714_21072026065106
GODREJAGRO,2026-03-31,2026-04-20,192338598,67.74,32.26,NSE_SHAREHOLDING_XBRL,SHP_1655500_20042026071334
GODREJAGRO,2026-06-30,2026-07-20,192367107,67.74,32.26,NSE_SHAREHOLDING_XBRL,SHP_1696723_20072026030800
GODREJCP,2026-03-31,2026-04-21,1023313037,53.05,46.95,NSE_SHAREHOLDING_XBRL,SHP_1655671_21042026121128
GODREJCP,2026-06-30,2026-07-23,1023313037,53.05,46.95,NSE_SHAREHOLDING_XBRL,SHP_1699476_22072026061209
GODREJIND,2026-03-31,2026-04-21,336784850,74.64,25.36,NSE_SHAREHOLDING_XBRL,SHP_1655690_21042026101135
GODREJIND,2026-06-30,2026-07-20,336784850,74.64,25.36,NSE_SHAREHOLDING_XBRL,SHP_1696878_20072026041613
GODREJPROP,2026-03-31,2026-04-17,301227205,51.66,48.34,NSE_SHAREHOLDING_XBRL,SHP_1653252_17042026043457
GODREJPROP,2026-06-30,2026-07-17,301227205,51.66,48.34,NSE_SHAREHOLDING_XBRL,SHP_1695439_17072026052651
GOENKA,2026-03-31,2026-04-20,316992615,57.55,42.45,NSE_SHAREHOLDING_XBRL,SHP_1655645_20042026100539
GOKEX,2026-03-31,2026-04-21,73282492,9.15,90.85,NSE_SHAREHOLDING_XBRL,SHP_1656763_21042026075154
GOKEX,2026-06-30,2026-07-20,73282492,9.15,90.85,NSE_SHAREHOLDING_XBRL,SHP_1697165_20072026054623
GOKUL,2026-03-31,2026-04-16,98991395,73.54,26.46,NSE_SHAREHOLDING_XBRL,SHP_1652139_16042026031957
GOKUL,2026-06-30,2026-07-13,98994255,73.6,26.4,NSE_SHAREHOLDING_XBRL,SHP_1691672_13072026061158
GOKULAGRO,2026-03-31,2026-04-08,295093949,74.24,25.76,NSE_SHAREHOLDING_XBRL,SHP_1647222_08042026021313
GOKULAGRO,2026-06-30,2026-07-08,295093949,74.24,25.76,NSE_SHAREHOLDING_XBRL,SHP_1689128_08072026122227
GOLDIAM,2026-03-31,2026-04-09,112924389,58.51,41.49,NSE_SHAREHOLDING_XBRL,SHP_1648149_09042026051536
GOLDIAM,2026-06-30,2026-07-11,112924389,58.51,41.49,NSE_SHAREHOLDING_XBRL,SHP_1690886_11072026114313
GOLDTECH,2026-03-31,2026-04-13,52259260,52.44,47.56,NSE_SHAREHOLDING_XBRL,SHP_1649584_13042026124156
GOLDTECH,2026-06-30,2026-07-15,52259260,52.44,47.56,NSE_SHAREHOLDING_XBRL,SHP_1692834_15072026114224
GOODLUCK,2026-03-31,2026-04-18,33237447,56.45,43.55,NSE_SHAREHOLDING_XBRL,SHP_1654034_18042026023158
GOODLUCK,2026-06-30,2026-07-15,33238620,54.0,46.0,NSE_SHAREHOLDING_XBRL,SHP_1692804_15072026111137
GOPAL,2026-03-31,2026-04-09,124644847,81.46,18.54,NSE_SHAREHOLDING_XBRL,SHP_1648033_09042026041721
GOPAL,2026-06-30,2026-07-15,124660150,81.45,18.55,NSE_SHAREHOLDING_XBRL,SHP_1692891_15072026122056
GOYALALUM,2026-03-31,2026-04-15,142734916,69.94,30.06,NSE_SHAREHOLDING_XBRL,SHP_1651106_15042026123637
GOYALALUM,2026-06-30,2026-07-15,142734916,69.94,30.06,NSE_SHAREHOLDING_XBRL,SHP_1693360_15072026051418
GPIL,2026-03-31,2026-04-20,671385846,63.34,36.66,NSE_SHAREHOLDING_XBRL,SHP_1655164_20042026051120
GPIL,2026-06-30,2026-07-17,673086095,63.18,36.82,NSE_SHAREHOLDING_XBRL,SHP_1695564_17072026060657
GPPL,2026-03-31,2026-04-20,483387710,44.01,55.99,NSE_SHAREHOLDING_XBRL,SHP_1654741_20042026012515
GPPL,2026-06-30,2026-07-16,483387710,44.01,55.99,NSE_SHAREHOLDING_XBRL,SHP_1694309_16072026044951
GPTHEALTH,2026-03-31,2026-04-21,82059631,65.57,34.43,NSE_SHAREHOLDING_XBRL,SHP_1656066_21042026023606
GPTHEALTH,2026-06-30,2026-07-21,82059631,65.57,34.43,NSE_SHAREHOLDING_XBRL,SHP_1698288_21072026041734
GPTINFRA,2026-03-31,2026-04-21,126360098,69.37,30.63,NSE_SHAREHOLDING_XBRL,SHP_1656129_21042026030238
GPTINFRA,2026-06-30,2026-07-21,126360098,69.37,30.63,NSE_SHAREHOLDING_XBRL,SHP_1698285_21072026041509
GRADIENTE,2026-05-08,2026-05-15,332400387,21.17,78.83,NSE_SHAREHOLDING_XBRL,SHP_1665534_11052026051003
GRADIENTE,2026-06-30,2026-07-20,332358085,20.99,79.01,NSE_SHAREHOLDING_XBRL,SHP_1696965_20072026044709
